#minNeighbors=5 model=0
#scaleF iou         precision   recall
1.01    0.32320665  0.46680219  0.40762253
1.03    0.29598533  0.41698659  0.32673015
1.05    0.24177815  0.33225968  0.26069885
1.08    0.20118674  0.27237177  0.2149795
1.1     0.17244064  0.23079087  0.18086262    
1.2     0.10716884  0.14197572  0.11167641
1.3     0.04219522  0.05827502  0.04356387
